study_accession,sample_accession,submission_date,source,organism,strain,age,Strain,Age,sex,cell type,Sex
GSE39304,GSM960515,2012,"Saline, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960516,2012,"Saline, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960517,2012,"Saline, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960518,2012,"Saline, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960519,2012,"Saline, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960520,2012,"Saline, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960521,2012,"Saline, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960522,2012,"Saline, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960523,2012,"Saline, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960524,2012,"Saline, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960525,2012,"Saline, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960526,2012,"Saline, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960527,2012,"Saline, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960528,2012,"Saline, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960529,2012,"Saline, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960530,2012,"Saline, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960531,2012,"Saline, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960532,2012,"Saline, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960533,2012,"Saline, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960534,2012,"Saline, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960535,2012,"Saline, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960536,2012,"Saline, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960537,2012,"Saline, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960538,2012,"Saline, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960539,2012,"Saline, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960540,2012,"Saline, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960541,2012,"Saline, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960542,2012,"Saline, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960543,2012,"Saline, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960544,2012,"Saline, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960545,2012,"Saline, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960546,2012,"Saline, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960547,2012,"Saline, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960548,2012,"Saline, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960549,2012,"Saline, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960550,2012,"Saline, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960551,2012,"PolyIC, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960552,2012,"PolyIC, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960553,2012,"PolyIC, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960554,2012,"PolyIC, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960555,2012,"PolyIC, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960556,2012,"PolyIC, 2h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960557,2012,"PolyIC, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960558,2012,"PolyIC, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960559,2012,"PolyIC, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960560,2012,"PolyIC, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960561,2012,"PolyIC, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960562,2012,"PolyIC, 6h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960563,2012,"PolyIC, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960564,2012,"PolyIC, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960565,2012,"PolyIC, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960566,2012,"PolyIC, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960567,2012,"PolyIC, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960568,2012,"PolyIC, 24h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960569,2012,"PolyIC, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960570,2012,"PolyIC, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960571,2012,"PolyIC, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960572,2012,"PolyIC, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960573,2012,"PolyIC, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960574,2012,"PolyIC, 48h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960576,2012,"PolyIC, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960578,2012,"PolyIC, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960580,2012,"PolyIC, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960582,2012,"PolyIC, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960584,2012,"PolyIC, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960585,2012,"PolyIC, 72h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960587,2012,"PolyIC, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960589,2012,"PolyIC, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960590,2012,"PolyIC, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960592,2012,"PolyIC, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960594,2012,"PolyIC, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960595,2012,"PolyIC, 96h",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960597,2012,"PolyIC, 7d",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960598,2012,"PolyIC, 7d",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960600,2012,"PolyIC, 7d",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960602,2012,"PolyIC, 7d",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960604,2012,"PolyIC, 7d",Mus musculus,BALB/cJ,,,,,,
GSE39304,GSM960605,2012,"PolyIC, 7d",Mus musculus,BALB/cJ,,,,,,
GSE39321,GSM960877,2012,ES cell RNA,Mus musculus,Ola129,,,,,Embryonic Stem Cells,
GSE39321,GSM960878,2012,ES cell RNA,Mus musculus,Ola129,,,,,Embryonic Stem Cells,
GSE39321,GSM960879,2012,ES cell RNA,Mus musculus,Ola129,,,,,Embryonic Stem Cells,
GSE39321,GSM960880,2012,ES cell RNA,Mus musculus,Ola129,,,,,Embryonic Stem Cells,
GSE39323,GSM957084,2012,E14 ES cells,Mus musculus,129/Ola,,,,,E14 ES cells,
GSE39323,GSM957085,2012,E14 ES cells,Mus musculus,129/Ola,,,,,E14 ES cells,
GSE39323,GSM960877,2012,ES cell RNA,Mus musculus,Ola129,,,,,Embryonic Stem Cells,
GSE39323,GSM960878,2012,ES cell RNA,Mus musculus,Ola129,,,,,Embryonic Stem Cells,
GSE39323,GSM960879,2012,ES cell RNA,Mus musculus,Ola129,,,,,Embryonic Stem Cells,
GSE39323,GSM960880,2012,ES cell RNA,Mus musculus,Ola129,,,,,Embryonic Stem Cells,
GSE39355,GSM966546,2012,Primary prostate cells,Mus musculus,,,,,,prostate luminal cells,
GSE39355,GSM966547,2012,Primary prostate cells,Mus musculus,,,,,,prostate luminal cells,
GSE39355,GSM966548,2012,Primary prostate cells,Mus musculus,,,,,,prostate luminal cells,
GSE39355,GSM966549,2012,Primary prostate cells,Mus musculus,,,,,,prostate luminal cells,
GSE39355,GSM966550,2012,Primary prostate cells,Mus musculus,,,,,,prostate luminal cells,
GSE39355,GSM966551,2012,Primary prostate cells,Mus musculus,,,,,,prostate luminal cells,
GSE39355,GSM966552,2012,Primary prostate cells,Mus musculus,,,,,,prostate luminal cells,
GSE39382,GSM866205,2012,mouse bone marrow-derived mast cells treated with IL3,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866206,2012,mouse bone marrow-derived mast cells treated with IL3,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866207,2012,mouse bone marrow-derived mast cells treated with IL3,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866208,2012,mouse bone marrow-derived mast cells treated with IL3,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866209,2012,mouse bone marrow-derived mast cells treated with IL3,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866210,2012,mouse bone marrow-derived mast cells treated with IL3,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866211,2012,mouse bone marrow-derived mast cells treated with IL3+IL33,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866212,2012,mouse bone marrow-derived mast cells treated with IL3+IL33,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866213,2012,mouse bone marrow-derived mast cells treated with IL3+IL33,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866214,2012,mouse bone marrow-derived mast cells treated with IL3+IL33,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866215,2012,mouse bone marrow-derived mast cells treated with IL3+IL33,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39382,GSM866216,2012,mouse bone marrow-derived mast cells treated with IL3+IL33,Mus musculus,C57BL/6,,,,,bone marrow-derived mast cells,
GSE39469,GSM969802,2012,Murine hepatic stellate cells,Mus musculus,,,,,,isolated proliferating murine hepatic stellate cells,
GSE39469,GSM969803,2012,Murine hepatic stellate cells,Mus musculus,,,,,,isolated proliferating murine hepatic stellate cells,
GSE39469,GSM969804,2012,Murine hepatic stellate cells,Mus musculus,,,,,,isolated proliferating murine hepatic stellate cells,
GSE39469,GSM969805,2012,Murine hepatic stellate cells,Mus musculus,,,,,,isolated senescent murine hepatic stellate cells,
GSE39469,GSM969806,2012,Murine hepatic stellate cells,Mus musculus,,,,,,isolated senescent murine hepatic stellate cells,
GSE39469,GSM969807,2012,Murine hepatic stellate cells,Mus musculus,,,,,,isolated senescent murine hepatic stellate cells,
GSE39480,GSM969896,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969897,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969898,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969899,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969900,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969901,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969902,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969903,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969904,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969905,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969906,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969907,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969908,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969909,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969910,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969911,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969912,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969913,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969914,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969915,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969916,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969917,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969918,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39480,GSM969919,2012,Mouse testis,Mus musculus,F1 generation of CBA x C57BL/6J,,,,,,
GSE39484,GSM969927,2012,peak lactation,Capra hircus,dairy goat,,,,,,
GSE39484,GSM969928,2012,late lactation,Capra hircus,dairy goat,,,,,,
GSE39509,GSM970463,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970464,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970465,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970466,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970467,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970468,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970469,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970470,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970471,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970472,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970473,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970474,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 6 months",,,,,
GSE39509,GSM970475,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 6 months",,,,,
GSE39509,GSM970476,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 6 months",,,,,
GSE39509,GSM970477,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 6 months",,,,,
GSE39509,GSM970478,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 6 months",,,,,
GSE39509,GSM970479,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 6 months",,,,,
GSE39509,GSM970480,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970481,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970482,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970483,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970484,2012,prostate,Mus musculus,C57BL/6,"5 months, no tamoxifen induction",,,,,
GSE39509,GSM970485,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 1 months",,,,,
GSE39509,GSM970486,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 1 months",,,,,
GSE39509,GSM970487,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 1 months",,,,,
GSE39509,GSM970488,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 1 months",,,,,
GSE39509,GSM970489,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 1 months",,,,,
GSE39509,GSM970490,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 1 months",,,,,
GSE39509,GSM970491,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970492,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970493,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970494,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970495,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39509,GSM970496,2012,prostate,Mus musculus,C57BL/6,"tamoxifen induction at 2 months, wait 3 months",,,,,
GSE39605,GSM972923,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39605,GSM972924,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39605,GSM972925,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39605,GSM972926,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39605,GSM972927,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39605,GSM972928,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39605,GSM972929,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39605,GSM972930,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39608,GSM972966,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39608,GSM972967,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39608,GSM972968,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39608,GSM972969,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39608,GSM972970,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39608,GSM972971,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972923,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972924,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972925,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972926,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972927,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972928,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972929,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972930,2012,E11.5 Embryo,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972966,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972967,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972968,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972969,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972970,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39609,GSM972971,2012,E11.5 Embryo Trunk,Mus musculus,C57BL/6,,,,,,
GSE39610,GSM972972,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972973,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972974,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972975,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972976,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972977,2012,neuronal progenitor cells,Mus musculus,,,,,,ES-derived neuronal progenitor cells,
GSE39610,GSM972978,2012,neuronal progenitor cells,Mus musculus,,,,,,ES-derived neuronal progenitor cells,
GSE39610,GSM972979,2012,neuronal progenitor cells,Mus musculus,,,,,,ES-derived neuronal progenitor cells,
GSE39610,GSM972980,2012,neuronal progenitor cells,Mus musculus,,,,,,ES-derived neuronal progenitor cells,
GSE39610,GSM972981,2012,post mitotic neuronal cells,Mus musculus,,,,,,ES-derived post mitotic neuronal cells,
GSE39610,GSM972982,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972983,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972984,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972985,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972986,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972987,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972988,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972989,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972990,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972991,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972992,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972993,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972994,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM972995,2012,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM1077269,2013,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM1077270,2013,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM1077271,2013,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM1077272,2013,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM1089892,2013,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39610,GSM1161419,2013,embryonic stem cells,Mus musculus,,,,,,embryonic stem cells,
GSE39624,GSM973289,2012,"Klf5 knockout, E14.5 Intestine",Mus musculus,mixed (part C57Bl/6),E14.5 embryos,,,,,
GSE39624,GSM973290,2012,"Klf5 knockout, E14.5 Intestine",Mus musculus,mixed (part C57Bl/6),E14.5 embryos,,,,,
GSE39624,GSM973291,2012,"Klf5 knockout, E14.5 Intestine",Mus musculus,mixed (part C57Bl/6),E14.5 embryos,,,,,
GSE39624,GSM973292,2012,"Klf5wt/wtShhEGFP/Cre+ , E14.5 Intestine",Mus musculus,mixed (part C57Bl/6),E14.5 embryos,,,,,
GSE39624,GSM973293,2012,"Klf5wt/wtShhEGFP/Cre+ , E14.5 Intestine",Mus musculus,mixed (part C57Bl/6),E14.5 embryos,,,,,
GSE39624,GSM973294,2012,"Klf5wt/wtShhEGFP/Cre+ , E14.5 Intestine",Mus musculus,mixed (part C57Bl/6),E14.5 embryos,,,,,
GSE39637,GSM973518,2012,fibroblast cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast,
GSE39637,GSM973519,2012,fibroblast cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast,
GSE39637,GSM973520,2012,fibroblast cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast cells (3-days induced),
GSE39637,GSM973521,2012,TSKM-3D cells (intermediate stage),Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast cells (3-days induced),
GSE39637,GSM973522,2012,TSKM-3D cells (intermediate stage),Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast cells (3-days induced),
GSE39637,GSM973523,2012,TSKM-3D cells (intermediate stage),Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast cells (3-days induced),
GSE39637,GSM973524,2012,iPS cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,Tet1 Sox2 Klf4 and c-Myc inducted iPS cells (derived driven from TSKM 2nd reprogramming system with full pluripotency),
GSE39637,GSM973525,2012,iPS cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,Tet1 Sox2 Klf4 and c-Myc inducted iPS cells (derived driven from TSKM 2nd reprogramming system with full pluripotency),
GSE39637,GSM973526,2012,iPS cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,Tet1 Sox2 Klf4 and c-Myc inducted iPS cells (derived driven from TSKM 2nd reprogramming system with full pluripotency),
GSE39638,GSM973527,2012,fibroblast cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast,
GSE39638,GSM973528,2012,fibroblast cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast,
GSE39638,GSM973529,2012,TSKM-3D cells(intermediate stage),Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast cells (3-days induced),
GSE39638,GSM973530,2012,TSKM-3D cells(intermediate stage),Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast cells (3-days induced),
GSE39638,GSM973531,2012,iPS cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,tet1 sox2 klf4 and c-Myc inducted iPS cells (derived driven from TSKM 2nd reprogramming system with full pluripotency),
GSE39638,GSM973532,2012,iPS cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,tet1 sox2 klf4 and c-Myc inducted iPS cells (derived driven from TSKM 2nd reprogramming system with full pluripotency),
GSE39639,GSM973518,2012,fibroblast cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast,
GSE39639,GSM973519,2012,fibroblast cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast,
GSE39639,GSM973520,2012,fibroblast cell line,Mus musculus,OG2-GFP/Rosa26-M2rtTA,,,,,TSKM-iPS mouse derived fibroblast cells (3-days induced),
